11168,Day (The Night Trilogy  #3),Elie Wiesel| Anne Borchardt,1989,Hill and Wang,Literature
41044,Day and Night,Better Homes and Gardens ,1991,Meredith Corporation,History and geography
7865,Days Between Stations,Steve Erickson ,1961,Simon & Schuster,Arts and recreation
12047,Days: A Tangier Diary,Paul Bowles ,2010,Ecco,Religion
25065,Dazzling Brightness (Greek Myths  #1),Roberta Gellis ,1983,Pinnacle,History and geography
2557,De Kooning: An American Master,Mark Stevens| Annalyn Swan,2009,Knopf Publishing Group,Arts and recreation
44801,De profundis,Oscar Wilde ,1951,Edimat Libros,History and geography
5304,De Profundis and Other Writings,Oscar Wilde| Hesketh Pearson,1989,Penguin Books,Technology
18833,Dead Babies,Martin Amis ,1981,Vintage,History and geography
17683,Dead Beat (The Dresden Files  #7),Jim Butcher ,2017,Roc,Technology
8525,Dead Cert,Dick Francis ,1973,G.P. Putnam's Sons,Religion
21282,Dead I Well May Be (Dead Trilogy #1),Adrian McKinty ,1951,Pocket Books,Science
16329,Dead Man's Folly (Hercule Poirot  #33),Agatha Christie| David Suchet,2015,BBC Audiobooks,Arts and recreation
16427,Dead Man's Folly (Hercule Poirot  #33),Agatha Christie ,1956,HarperCollins Publishers,History and geography
27170,Dead Of Winter (Louis Kincaid  #2),P.J. Parrish ,1965,Pinnacle,Social sciences
43996,Dead Sleep,Greg Iles ,2021,Berkley Books,Science
30264,Dead Witch Walking (The Hollows  #1),Kim Harrison ,2020,HarperTorch,History and geography
27582,Dead Wrong (Joanna Brady  #12),J.A. Jance ,1984,William Morrow,Philosophy and psychology
20182,Deadlock,James Scott Bell ,2022,Zondervan,Social sciences
16886,Deadly Feasts: Tracking the Secrets of a Terrifying New Plague,Richard Rhodes ,1954,Simon  Schuster,Religion
44821,Deadly Love (Francesca Cahill Deadly  #1),Brenda Joyce ,1962,St. Martin's,Science
21621,Dealing in Futures,Joe Haldeman ,1978,Roc,Arts and recreation
40146,Dear Genius...: A Memoir of My Life with Truman Capote,Jack Dunphy ,2014,McGraw-Hill Companies,Science
13876,Dear God  Help!!! Love  Earl,Barbara Park| Kenneth Lafreniere,1987,Yearling,Literature
5526,Dear John,Nicholas Sparks ,2010,Warner Books (NY),Social sciences
35835,Dear Peter Rabbit,Alma Flor Ada| Leslie Tryon,2016,Aladdin Paperbacks,Religion
38601,Dear Sister (Sweet Valley High  #7),Francine Pascal| Kate William,1987,Bantam Books,Philosophy and psychology
2486,Death and the King's Horseman,Wole Soyinka| Simon Gikandi,2019,W. W. Norton & Company,Science
22543,Death by Black Hole: And Other Cosmic Quandaries,Neil deGrasse Tyson ,1954,W. W. Norton  Company,Arts and recreation
10221,Death in Berlin,M.M. Kaye ,1973,Minotaur Books,History and geography
3825,Death in Holy Orders (Adam Dalgliesh  #11),P.D. James| Christa Seibicke,2020,Fawcett Books,Philosophy and psychology
10217,Death in Kashmir,M.M. Kaye ,1985,St. Martins Press-3PL,Religion
10220,Death in the Andamans,M.M. Kaye ,1963,Minotaur Books,Arts and recreation
39027,Death Match,Lincoln Child ,1956,Anchor Books,Science
2887,Death Note  Vol. 3: 激走 (Death Note  #3),Tsugumi Ohba| Takeshi Obata,1991,Shueisha,Religion
2886,Death Note  Vol. 4: 恋心 (Death Note  #4),Tsugumi Ohba| Takeshi Obata,1967,Shueisha,Science
13616,Death Note  Vol. 4: Love (Death Note  #4),Tsugumi Ohba| Alexis Kirsch,2001,VIZ Media LLC,Language
28563,Death Of A Blue Movie Star (Rune  #2),Jeffery Deaver ,1984,Bantam,Language
18448,Death of a Celebrity (Hamish Macbeth  #17),M.C. Beaton ,1996,Warner Books,Language
24127,Death of a Charming Man (Hamish Macbeth  #10),M.C. Beaton ,2014,Grand Central Publishing,Philosophy and psychology
30229,Death of a Darklord (Ravenloft #13),Laurell K. Hamilton ,1970,Wizards of the Coast,Literature
17248,Death of a Dreamer (Hamish Macbeth  #22),M.C. Beaton ,1993,Mysterious Press,Social sciences
27747,Death of a Perfect Wife (Hamish Macbeth  #4),M.C. Beaton ,1955,Grand Central Publishing,Technology
8858,Death of a Poison Pen (Hamish Macbeth  #19),M.C. Beaton ,1980,Warner Books,History and geography
38752,Death of a Salesman,Arthur Miller ,2008,Viking Books,Literature
8856,Death of a Scriptwriter (Hamish Macbeth  #14),M.C. Beaton ,1990,Warner Books,Science
14107,Death of a Snob (Hamish Macbeth  #6),M.C. Beaton ,1984,Transworld Publishers,Science
8861,Death of an Addict (Hamish Macbeth  #15),M.C. Beaton ,1997,Warner Books,Science
3828,Death of an Expert Witness (Adam Dalgliesh #6),P.D. James ,1978,Gardners Books,Language
8859,Death of an Outsider (Hamish Macbeth  #3),M.C. Beaton ,2014,Warner Books,Arts and recreation
16369,Death on the Nile (Hercule Poirot  #17),Agatha Christie ,1973,Black Dog & Leventhal Publishers,Literature
20895,Death Ship of Dartmouth (Knights Templar  #21),Michael Jecks ,1986,Headline Book Publishing,Literature
15251,Death's Acre: Inside the Legendary Forensic Lab the Body Farm Where the Dead Do Tell Tales,William M. Bass| Jon Jefferson,1980,Berkley,Philosophy and psychology
19670,Debt of Honor (Jack Ryan  #7),Tom Clancy ,2003,Berkley Books,Social sciences
29745,Deception,Philip Roth ,2022,Vintage,Science
31366,Deception on His Mind (Inspector Lynley  #9),Elizabeth George ,2001,Bantam Books,Language
980,Deception Point,Dan Brown ,1981,Bantam Press,Philosophy and psychology
977,Deception Point,Dan Brown ,1957,Corgi Books,Philosophy and psychology
975,Deception Point,Dan Brown ,2015,Pocket Books,Arts and recreation
8532,Decider,Dick Francis ,2008,G.P. Putnam's Sons,Philosophy and psychology
16193,Declarations of Independence: Cross-Examining American Ideology,Howard Zinn ,1961,Harper Perennial,Religion
28211,Deep Fire Rising (Philip Mercer  #6),Jack Du Brul ,1965,Berkley Books,History and geography
25201,Deep River,Shūsaku End�| Van C. Gessel,1982,New Directions Publishing Corporation,Religion
41698,Deep Six (Dirk Pitt  #7),Clive Cussler ,1955,Pocket Books,Arts and recreation
39026,Deep Storm (Jeremy Logan  #1),Lincoln Child ,1997,Doubleday Books,Philosophy and psychology
32124,Deep Waters (Cetin Ikmen  #4),Barbara Nadel ,1986,Headline,History and geography
8087,Deerskin,Robin McKinley ,1953,Ace Books,Social sciences
29069,Deluxe Encyclopedia of Mandolin Chords,John Baxter| Mel Bay,1957,Mel Bay Publications  Inc.,Social sciences
25426,Delwau Duon: Peintiadau Nicholas Evans = Symphonies in Black: The Paintings of Nicholas Evans,Nicholas Evans| Rhonda Evans,1999,Y Lolfa,History and geography
24863,Demian,Hermann Hesse| Stanley Appelbaum,2018,Dover Publications,Literature
425,Democracy,Joan Didion ,1953,Vintage International,Literature
17624,Democracy Matters: Winning the Fight Against Imperialism,Cornel West ,1959,Penguin Press HC  The,Literature
42668,Demon Angel (The Guardians  #1),Meljean Brook ,2013,Berkley Sensation,History and geography
32913,Demon Box,Ken Kesey ,1961,Penguin Books,Language
16597,Demon Deathchase (Vampire Hunter D  #3),Hideyuki Kikuchi| Yoshitaka Amano,1980,Digital Manga Publishing / Dark Horse,Language
29497,Demon Diary  Volume 01,Kara| Lee Chi-Hyong,1967,TokyoPop,Philosophy and psychology
29499,Demon Diary  Volume 02,Kara| Jee-Hyung Lee,1950,TokyoPop,Religion
29498,Demon Diary  Volume 03,Kara| Lee Yun-Hee,2019,TokyoPop,History and geography
29500,Demon Diary  Volume 04,Kara| Lee Yun-Hee,1989,TokyoPop,Science
30335,Demon in My View,Amelia Atwater-Rhodes ,1974,Laurel Leaf,Religion
30386,Demon Rumm,Sandra Brown ,1990,Bantam,History and geography
32281,Demonic Males: Apes and the Origins of Human Violence,Richard W. Wrangham| Dale Peterson,2015,Mariner Books,Social sciences
23239,Demons Are Forever (Demon-Hunting Soccer Mom  #3),Julie Kenner ,1961,Berkley Publishing Group,Language
15453,Demons Don't Dream (Xanth #16),Piers Anthony ,2013,Tor Fantasy,Philosophy and psychology
1972,Den of Thieves,James B. Stewart ,1960,Simon  Schuster,History and geography
1976,Den of Thieves (Cat Royal  #3),Julia Golding ,1998,Egmont Books Ltd,Technology
14641,Der Fänger im Roggen,J.D. Salinger| Eike Schönfeld,1986,Kiepenheuer & Witsch,Philosophy and psychology
16734,Der Gesang Des Meeres. Beach Music,Pat Conroy ,1988,Lübbe,Arts and recreation
25740,Der Golem,Isaac Bashevis Singer ,1994,Patmos,Literature
45113,Der lohfarbene Mann (Die zweiten Chroniken von Fitz  dem Weitseher  #1),Robin Hobb ,2009,Lübbe,History and geography
20394,Der Prophet,Kahlil Gibran ,1994,Benziger,Science
9981,Der Prozess,Franz Kafka ,2001,Schocken,Language
34922,Der Sohn von Shannara,Terry Brooks| Tony Westermayr,1963,Goldmann,Language
24733,Descent of Man,T. Coraghessan Boyle ,1980,Penguin Books,Philosophy and psychology
27092,Desde mi cielo,Alice Sebold| Aurora Echevarría,1981,Debolsillo,Social sciences
27526,Desecration (Left Behind  #9),Tim LaHaye| Jerry B. Jenkins,1967,Tyndale House Publishers,Religion
8744,Desert Dawn,Waris Dirie| Jeanne D'Haem,2006,Virago UK,Social sciences
8745,Desert Flower,Waris Dirie| Cathleen Miller,2009,William Morrow Paperbacks,Language
3848,Desert Heat (Joanna Brady  #1),J.A. Jance ,2011,Severn House Publishers,Religion
16172,Desert Queen: The Extraordinary Life of Gertrude Bell: Adventurer  Adviser to Kings  Ally of Lawrence of Arabia,Janet Wallach ,2006,Anchor,Science
14917,Desire and Duty: A Sequel to Jane Austen's Pride and Prejudice,Ted Bader| Marilyn Bader,1982,Revive Publishing,Religion
45349,Desiring God: Meditations of a Christian Hedonist,John Piper ,1983,Inter-Varsity Press,Religion
10461,Desolation Angels,Jack Kerouac| Joyce Johnson,2017,Riverhead Books,Arts and recreation
43738,Desolation Jones: Made in England,Warren Ellis| J.H. Williams III,1987,Wildstorm,Literature
30585,Despair,Vladimir Nabokov ,2016,Penguin Classics,Literature
32715,Desperation / The Regulators: Box Set,Stephen King| Richard Bachman,2017,Viking Adult,Philosophy and psychology
27150,Development  Geography  and Economic Theory,Paul Krugman ,1971,MIT Press,History and geography
32138,Devil May Care,Elizabeth Peters ,1982,Avon,Arts and recreation
17005,Devilish,Maureen Johnson ,2016,Razorbill,Literature
23989,Devil's Backbone,Terry C. Johnston ,2012,St. Martin's Press,Arts and recreation
9489,Devil's Embrace (Devil  #1),Catherine Coulter ,2009,Signet,Literature
41468,Dewdrops on a Lotus Leaf: Zen Poems of Ryokan,Ry�kan| John Stevens,1950,Shambhala,Literature
6763,Diabetes Meal Planning Made Easy,Hope S. Warshaw| Warshaw Hope,2007,American Diabetes Association,Arts and recreation
30992,Diablo II Ultimate Strategy Guide,Bart G. Farkas ,1983,Vivendi,Technology
31030,Diabolo: Volume 1,Kei Kusunoki| Kaoru Ohashi,2008,TokyoPop,Literature
43171,Diana Vreeland,Eleanor Dwight ,2019,Harper Design,Philosophy and psychology
22284,Diary,Chuck Palahniuk ,1980,Anchor,Literature
28382,Diary of a Madman and Other Stories,Nikolai Gogol ,2001,Dover Publications,Arts and recreation
29122,Diary of a Mistress,Miasha ,1997,Touchstone,Philosophy and psychology
21315,Diary of a Spider,Doreen Cronin| Harry Bliss,2017,HarperCollins,Language
11831,Dicey's Song (Tillerman Cycle  #2),Cynthia Voigt ,1989,Aladdin Paperbacks,Science
3316,Die Brücke über die Drina,Ivo Andrić| Ernst E. Jonas,1993,Suhrkamp,Philosophy and psychology
45511,Die Broke: A Radical Four-Part Financial Plan,Stephen M. Pollan| Mark LeVine,2000,Harper Business,Religion
10040,Die Entdeckung der Langsamkeit,Sten Nadolny ,1981,Piper Verlag,Social sciences
23439,Die Farbe von Wasser,James McBride ,1997,Droemer Knaur,History and geography
11380,Die Geisha,Arthur Golden ,1969,Wilhelm Goldmann Verlag  GmbH,Social sciences
14886,Die Hexen von Salem Falls,Jodi Picoult ,1976,Kabel  Verlag GmbH Ernst,Philosophy and psychology
3966,Die Hyperion-Gesänge,Dan Simmons| Joachim Körber,1997,Heyne,Social sciences
19532,Die Mandarins von Paris,Simone de Beauvoir ,1985,Rowohlt Tb.,Philosophy and psychology
33751,Die Naschkatzen,Jennifer Crusie ,2022,Goldmann Verlag,History and geography
39004,Die Tagebücher einer Nanny,Emma McLaughlin| Nicola Kraus,1974,Goldmann,Religion
25368,Die Umarmung des Todes,Natsuo Kirino ,2021,Goldmann,History and geography
17513,Die Verschwundene Katze = The Missing Cat,Chris L. Demarest ,2010,Berlitz Kids,History and geography
14883,Die Wahrheit der letzten Stunde,Jodi Picoult ,2004,Lübbe,Philosophy and psychology
33348,Different Seasons,Stephen King ,1958,Futura,Philosophy and psychology
39662,Different Seasons,Stephen King ,1953,Warner Books,History and geography
9811,Difficult Loves,Italo Calvino ,1992,Mariner Books,Arts and recreation
698,Digging to America,Anne Tyler ,1951,Alfred A. Knopf,Language
11920,Dime Store Magic (Women of the Otherworld  #3),Kelley Armstrong ,1980,Bantam Spectra,Social sciences
45336,Dime-Store Alchemy: The Art of Joseph Cornell,Charles Simic ,1977,NYRB Classics,History and geography
159,Dinner with Anna Karenina,Gloria Goldreich ,1996,Mira Books,Science
1750,Dionysiac Poetics and Euripides' Bacchae,Charles Segal ,1993,Princeton University Press,Technology
14485,Directing the Documentary,Michael Rabiger ,1990,Focal Press,Science
2326,Dirk Gently's Holistic Detective Agency (Dirk Gently #1),Douglas Adams ,1952,Phoenix Audio,History and geography
35308,Dirt (Stone Barrington  #2),Stuart Woods ,1958,HarperTorch,Literature
6332,Dirty Beasts,Roald Dahl| Quentin Blake,1995,Puffin Books,Social sciences
24028,Dirty Italian: Everyday Slang from |What's Up?| to |F*%# Off!|,Gabrielle Ann Euvino| Lindsay Mack,2011,Ulysses Press,History and geography
40219,Dirty Jokes and Beer: Stories of the Unrefined,Drew Carey ,1990,Hachette Books,Arts and recreation
38925,Dirty Little Secrets,Joy King ,2020,St. Martin's Griffin,History and geography
38924,Dirty Little Secrets (Marisela Morales/Dirty #1),Julie Leto ,2006,Gallery Books,History and geography
21934,Dirty White Boys,Stephen Hunter| Will Patten,2017,Hachette Audio,Philosophy and psychology
39473,Disaster!: Catastrophes That Shook the World,Richard Bonson| Richard Platt,1986,DK Publishing (Dorling Kindersley),Philosophy and psychology
31862,Discourse on Method and Meditations on First Philosophy,René Descartes| Donald A. Cress,2015,Hackett Publishing Company  Inc.,Science
22472,Discourse on the Origin of Inequality,Jean-Jacques Rousseau ,2018,Dover Publications,Philosophy and psychology
24620,Discourses  Books 3-4. The Enchiridion (Loeb Classical Library #218),Epictetus| William A. Oldfather,1962,Harvard University Press (Cambridge),Arts and recreation
37481,Discovering God's Will,Sinclair B. Ferguson ,1990,Banner of Truth,Arts and recreation
23318,Discovery of the Presence of God: Devotional Nonduality,David R. Hawkins ,2010,Veritas Publishing,Philosophy and psychology
6192,Disgrace,J.M. Coetzee ,1962,Penguin Books,Language
45114,Disordered Minds,Minette Walters ,1959,Berkley,Literature
25367,Disparitions,Natsuo Kirino ,2001,Bertrand,Literature
4341,Dispatch,Bentley Little ,2019,Signet,Philosophy and psychology
4339,Dispatches,Michael Herr ,2012,Vintage,History and geography
4338,Dispatches from the Edge: A Memoir of War  Disasters  and Survival,Anderson Cooper ,1955,Harper,Language
37848,Dissecting Marilyn Manson,Gavin Baddeley ,1991,Plexus Publishing,Social sciences
6657,Divine,Karen Kingsbury ,1982,Tyndale House Publishers,Philosophy and psychology
30186,Divine By Choice (Partholon  #2),P.C. Cast ,2014,Luna Books,Language
30187,Divine By Mistake (Partholon  #1),P.C. Cast ,1986,Luna Books,Language
6654,Divine Conspiracy: Rediscovering Our Hidden Life in God,Dallas Willard ,1979,Fount,Religion
37064,Divine Filth: Lost Writings (Modern Classics),Georges Bataille ,1968,Creation Books,Technology
14181,Do Androids Dream Of Electric Sheep?,Philip K. Dick ,1956,Orion Paperbacks,Language
10414,Do Not Open This Book,Michaela Muntean| Pascal Lemaître,1966,Scholastic Press,Science
22176,Doce cuentos peregrinos,Gabriel García Márquez ,1967,Vintage,Literature
3661,Doctor Copernicus  (The Revolutions Trilogy #1),John Banville ,2017,Vintage,Social sciences
34443,Doctor Faustus,Christopher Marlowe| David Wootton,1955,Hackett Publishing Company  Inc.,History and geography
34440,Doctor Faustus,Thomas Mann| John E. Woods,1963,Vintage,Religion
10403,Doctor Who: Cat's Cradle-Time's Crucible,Marc Platt ,1969,Virgin Publishing,Philosophy and psychology
10405,Doctor Who: Cat's Cradle-Warhead,Andrew Cartmel ,1989,Virgin Publishing,History and geography
10404,Doctor Who: Cat's Cradle-Witch Mark,Andrew Hunt ,2003,Virgin Publishing,Philosophy and psychology
20254,Doctor Who: The Inside Story,Gary Russell ,2013,BBC Books,Social sciences
40276,Dodge Caravan/Plymouth Voyager/Chrysler Town & Country 96-02 (Haynes Manuals),L. Alan LeDoux ,1986,Haynes Manuals N. America  Inc.,History and geography
32942,Does Anybody Have a Problem With That? The Best of Politically Incorrect,Bill Maher ,2022,Ballantine Books,Arts and recreation
4623,Does Anything Eat Wasps?: And 101 Other Unsettling  Witty Answers to Questions You Never Thought You Wanted to Ask,New Scientist| Mick O'Hare,1992,Atria Books,Religion
9696,Dogeaters,Jessica Hagedorn ,2014,Theatre Communications Group,Religion
39819,Dogged Pursuit (Jack and Jamie #5),Lee Charles Kelley ,1983,Avon,Science
7268,Dominion,Masamune Shirow ,1964,Dark Horse Manga,Language
7264,Dominion (Ollie Chandler #2),Randy Alcorn ,2002,Multnomah Books,Language
7260,Dominion: The Power of Man  the Suffering of Animals  and the Call to Mercy,Matthew Scully ,2001,St. Martin's Griffin,Language
29726,Don DeLillo's White Noise: A Reader's Guide,Leonard Orr ,1962,Bloomsbury Academic,History and geography
9006,Don't Get Too Comfortable: The Indignities of Coach Class  The Torments of Low Thread Count  The Never-Ending Quest for Artisanal Olive Oil  and Other First World Problems,David Rakoff ,1984,Anchor Books,Science
3368,Don't Make Me Think: A Common Sense Approach to Web Usability,Steve Krug ,1969,New Riders Publishing,History and geography
42988,Don't Stop the Carnival,Herman Wouk ,2001,Back Bay Books,History and geography
38609,Don't Wait for Your Ship to Come In... Swim Out to Meet It!: Bite-Sized Inspirations to Help You Achieve Your Dreams,John Mason ,1950,Honor Books,Philosophy and psychology
4602,Dooby Dooby Moo,Doreen Cronin| Betsy Lewin,1972,Atheneum Books for Young Readers,Technology
36334,Doomed Queen Anne (Young Royals  #3),Carolyn Meyer ,1978,HMH Books for Young Readers,Arts and recreation
43503,Dornen des Glücks (Das Erbe von Foxworth Hall  #3),V.C. Andrews| Michael Görden,2002,Goldmann,Philosophy and psychology
18808,Dostoevsky,Richard Freeborn ,2005,Haus Publishing,Literature
18815,Dostoevsky  Kierkegaard  Nietzsche and Kafka,William Hubben ,1991,Charles Scribner's Sons,Technology
18807,Dostoevsky: The Mantle of the Prophet  1871-1881,Joseph Frank ,1967,Princeton University Press,Philosophy and psychology
18812,Dostoevsky: The Stir of Liberation  1860-1865,Joseph Frank ,1960,Princeton University Press,Language
18817,Dostoevsky: The Years of Ordeal  1850-1859,Joseph Frank ,2014,Princeton University Press,Religion
22063,Double Dealer (CSI: Crime Scene Investigation  #1),Max Allan Collins| Mike Flaherty,1952,Pocket Books,Literature
28228,Double Fold: Libraries and the Assault on Paper,Nicholson Baker ,2007,Vintage,Literature
26092,Double Identity,Margaret Peterson Haddix ,1990,Simon  Schuster Books for Young Readers,Religion
21848,Double Image,David Morrell ,2019,Le Livre de Poche,Arts and recreation
38533,Double Love (Sweet Valley High  #1),Francine Pascal| Kate William,1953,Bantam Books,Philosophy and psychology
30164,Double Take (FBI Thriller  #11),Catherine Coulter ,2013,Putnam Adult,Technology
2423,Double Tap (Paul Madriani  #8),Steve Martini ,1966,Jove Books,Religion
13068,Double Whammy (Skink #1),Carl Hiaasen ,2005,Grand Central Publishing,Arts and recreation
43656,Double-Cross (Athena Force #4),Meredith Fletcher ,1989,Silhouette Bombshell,Technology
29720,Doubling the Point: Essays and Interviews,J.M. Coetzee| David Attwell,1972,Harvard University Press,Philosophy and psychology
367,Douglas Adams's Starship Titanic,Terry Jones ,2010,Ballantine Books,Technology
29587,Down and Out in the Magic Kingdom,Cory Doctorow ,1973,Tor Books,Literature
44925,Down the Long Hills,Louis L'Amour ,1953,Bantam,Religion
18718,Down the Yellow Brick Road:The Making of The Wizard of Oz,Doug McClelland| Ted Sennett,1953,Pyramid Books,Literature
8218,Down to the Bonny Glen (Little House: The Martha Years  #3),Melissa Wiley| Renée Graef,2002,HarperTrophy,Religion
42876,Down Under,Bill Bryson ,1986,Black Swan,History and geography
5004,Downfall (Dragonlance: Dhamon Saga  #1),Jean Rabe ,1980,Wizards of the Coast,Literature
3754,Dr No / Moonraker / Thunderball / From Russia with Love / On Her Majesty's Secret Service / Goldfinger,Ian Fleming ,1989,Heinemann-Octopus,Religion
4817,Dr. Desirable,Kristi Gold ,1993,Silhouette Desire,Social sciences
18525,Dr. Faustus,Christopher Marlowe ,2004,Dover Publications,Religion
10255,Dr. Mary's Monkey: How the Unsolved Murder of a Doctor  a Secret Laboratory in New Orleans and Cancer-Causing Monkey Viruses are Linked to Lee Harvey Oswald  the JFK Assassination and Emerging Global Epidemics,Edward T. Haslam| Jim Marrs,2018,Trine Day,Technology
37905,Dr. Seuss (First Biographies),Cheryl Carlson ,1978,Capstone Press,Science
7769,Dr. Seuss's ABC,Dr. Seuss ,1963,Random House,Arts and recreation
7793,Dr. Seuss's ABC (Book & CD),Dr. Seuss ,1967,Random House Books for Young Readers,History and geography
7772,Dr. Seuss's Sleep Book,Dr. Seuss ,1976,New York: Random House,Social sciences
17238,Dracula,Bram Stoker| Joseph Valente,1962,Pocket Books,Technology
17241,Dracula,Bram Stoker| Robert Whitfield,2014,Blackstone Audiobooks,History and geography
33532,Dracula,Bram Stoker ,2002,Penguin Books,History and geography
36450,Dracula Was a Woman: In Search of the Blood Countess of Transylvania,Raymond T. McNally ,1961,McGraw-Hill Companies,Arts and recreation
41694,Dragon (Dirk Pitt  #10),Clive Cussler ,1997,Pocket Books,Arts and recreation
34895,Dragon Quest VIII: Journey of the Cursed King Official Strategy Guide,Dan Birlew ,1983,BradyGames,Social sciences
28553,Dragondrums (Harper Hall  #3),Anne McCaffrey ,2003,Simon & Schuster Aladddin Paperbacks,Religion
24873,Dragonflight (Pern: Dragonriders of Pern  #1),Anne McCaffrey| Dick Hill,2005,Brilliance Audio,Language
5364,Dragonfly in Amber (Outlander  #2),Diana Gabaldon ,1983,Bantam,Language
10969,Dragonfly in Amber (Outlander  #2),Diana Gabaldon ,1987,Delacorte Press,Philosophy and psychology
5376,Dragon's Eye (Stonefort  #1),James A. Hetley ,1967,Ace,History and geography
20075,Dragon's Fire (Pern  #19),Anne McCaffrey| Todd McCaffrey,1988,Del Rey Books,Religion
25279,Dragon's Gate (Golden Mountain Chronicles  #3),Laurence Yep ,2018,HarperCollins,History and geography
24866,Dragon's Kin (Pern  #17),Anne McCaffrey| Todd McCaffrey,2015,Del Rey,Language
28514,Dragons of a Vanished Moon (Dragonlance: The War of Souls  #3),Margaret Weis| Tracy Hickman,1972,Wizards of the Coast,Social sciences
32276,Dragons of Eden: Speculations on the Evolution of Human Intelligence,Carl Sagan ,1959,Ballantine Books,Arts and recreation
28471,Dragons of the Highlord Skies (Dragonlance: The Lost Chronicles  #2),Margaret Weis| Tracy Hickman,1992,Wizards of the Coast,Technology
23454,Dragons of Winter Night (Dragonlance: Chronicles  #2),Margaret Weis| Tracy Hickman,1997,Devil's Due Publishing,Science
23453,Dragons of Winter Night (Dragonlance: Chronicles #2),Margaret Weis| Tracy Hickman,1988,Wizards of the Coast,Philosophy and psychology
23460,Dragon's Treasure,Elizabeth A. Lynn ,1985,Ace,Arts and recreation
28547,Dragonsinger (Harper Hall  #2),Anne McCaffrey ,1997,Aladdin,Language
28541,Dragonsong (Harper Hall  #1),Anne McCaffrey ,1962,Aladdin Paperbacks,Social sciences
28543,Dragonsong (Pern: Harper Hall  #1),Anne McCaffrey ,1990,Bantam,History and geography
9236,Drat! We're Rats! (Scrambled Legs  #1),Jahnna N. Malcolm ,2012,Starcatcher Press,Religion
12724,Drawing Down the Moon: Witches  Druids  Goddess-Worshippers  and Other Pagans in America,Margot Adler ,2016,Penguin Books,Religion
26048,Dream Makers: Untamed / Less of a Stranger,Nora Roberts ,2019,Silhouette Books,Science
107,Dreamer of Dune: The Biography of Frank Herbert,Brian Herbert ,1988,Tor Books,Philosophy and psychology
13237,Dreaming in Pictures: The Photography,Lewis Carroll| Douglas R. Nickel,1982,Yale University Press,Religion
4325,Dreamland,Sarah Dessen ,2019,Speak,Science
4331,Dreamland (Dreamland  #1),Dale Brown| Jim DeFelice,2001,HarperCollins Publishers Ltd,Religion
10382,Dreams from My Father: A Story of Race and Inheritance,Barack Obama ,1974,Crown,History and geography
3145,Drina Ballerina,Jean Estoril ,1997,Hodder,Science
3152,Drina Dances in Italy,Jean Estoril ,1954,Hodder,Literature
3156,Drina Dances in Madeira,Jean Estoril| Mabel Esther Allan,1957,Simon and Schuster,History and geography
3144,Drina Dances in Paris,Jean Estoril ,1982,Simon and Schuster,Arts and recreation
3325,Drina Dances in Switzerland,Jean Estoril| Jenny Sanders,1960,Hodder Children's Books,History and geography
3155,Drina Goes on Tour,Jean Estoril| Mabel Esther Allan,2009,Simon and Schuster,Arts and recreation
8548,Driving Force,Dick Francis ,2006,Fawcett Books,Science
24724,Drop City,T. Coraghessan Boyle| Richard Poe,1971,Penguin Books,Social sciences
30067,Drop Dead Gorgeous (Blair Mallory  #2),Linda Howard ,1967,Ballantine Books,Literature
43932,Drop Shot (Myron Bolitar  #2),Harlan Coben| Martine Leconte,1989,Dell Publishing Company,Language
5171,Drowning Ruth,Christina Schwarz ,2019,Ballantine Books,Literature
22947,Drum Calls (Drums of Chaos  #2),Jo Clayton ,1965,Tor Books,Science
22944,Drum Into Silence (Drums of Chaos  #3),Jo Clayton| Kevin Andrew Murphy,2011,Tor Fantasy,Social sciences
10988,Drums of Autumn (Outlander  #4),Diana Gabaldon ,1963,Delta,Arts and recreation
4435,Dry,Augusten Burroughs ,1993,Atlantic,Philosophy and psychology
32370,Dry,Augusten Burroughs ,1995,Picador USA,Literature
34298,Dublin 4,Maeve Binchy ,2008,Arrow,Science
33554,Duel,Richard Matheson| Ray Bradbury,1950,Tor Books,History and geography
6994,Dumbing Down Our Kids: Why American Children Feel Good About Themselves But Can't Read  Write or Add,Charles J. Sykes ,1999,St. Martin's Griffin,Literature
42430,Dune (Dune #1),Frank Herbert| Domingo Santos,2014,Debolsillo,Religion
106,Dune Messiah (Dune Chronicles #2),Frank Herbert ,1977,Ace Books,Religion
37241,Dunk,David Lubar ,1966,HMH Books for Young Readers,Social sciences
25170,Dust (Richard Jury  #21),Martha Grimes ,1991,Viking Books,Philosophy and psychology
3104,E. M. Forster: A Life,P.N. Furbank ,2006,Mariner Books,Language
26596,E.E. Cummings: Complete Poems 1904-1962 (Revised  Corrected  and Expanded Edition),E.E. Cummings| George J. Firmage,1974,Liveright/W.W. Norton & Company  Inc.,Social sciences
3100,E.M. Forster: Critical Guidebook,Lionel Trilling| E.M. Forster,1952,New Directions,Literature
18667,E=mc2: A Biography of the World's Most Famous Equation,David Bodanis| Ralph L. Fowler,1953,Walker Books,Science
2802,E=mc²: A Biography of the World's Most Famous Equation,David Bodanis ,1990,Berkley Trade,Religion
7896,Early Candlelight,Maud Hart Lovelace| Rhoda R. Gilman,2011,Minnesota Historical Society Press,History and geography
6550,Early Color,Saul Leiter| Martin Harrison,1993,Steidl,Literature
31910,Early Greek Philosophy,Jonathan Barnes ,1998,Penguin Books,Arts and recreation
