bookID,title,authors,year,publisher,subject
39081,The Cake Book,"""Tish Boyle,John Uher""",2006,Houghton Mifflin Harcourt,Technology
3690,The Power and the Glory,"""Graham Greene,John Updike""",1983,Penguin Books,Social sciences
29506,Prisoner's Dilemma: John von Neumann  Game Theory  and the Puzzle of the Bomb,"""William Poundstone,John von Neumann""",2019,Anchor,Technology
25809,The Ring Bearer,"""Laura Godwin,John Wallace""",1995,Disney-Hyperion,Philosophy and psychology
8495,Hailstones and Halibut Bones,"""Mary O'Neill,John Wallner""",1996,Doubleday Books for Young Readers,History and geography
8582,The Dick Francis Treasury of Great Racing Stories,"""Dick Francis,John Welcome""",1986,Fawcett,History and geography
9746,Mao: The Unknown Story,"""Jung Chang,Jon Halliday""",1961,Anchor Books,Technology
22348,The Mystery Play,"""Grant Morrison,Jon J. Muth""",1998,Vertigo,Technology
15251,Death's Acre: Inside the Legendary Forensic Lab the Body Farm Where the Dead Do Tell Tales,"""William M. Bass,Jon Jefferson""",1980,Berkley,Philosophy and psychology
38215,Lovingkindness: The Revolutionary Art of Happiness,"""Sharon Salzberg,Jon Kabat-Zinn""",1977,Shambhala,Social sciences
1896,Iceland: Land of the Sagas,"""David Roberts,Jon Krakauer""",1996,Villard,Religion
15826,Bird Songs: Of North America,"""Les Beletsky,Jon L. Dunn""",2000,Chronicle Books,Social sciences
16675,Turing and the Universal Machine: The Making of the Modern Computer,"""Jon Agar,Jon Turney""",1980,Totem Books,Technology
15529,II Maccabees,"""Anonymous,Jonathan A. Goldstein""",1992,Anchor Bible,Arts and recreation
19082,The Complete Works: The Revised Oxford Translation  Vol. 1,"""Aristotle,Jonathan Barnes""",2007,Bollingen/Princeton University Press (NJ),Literature
39747,The Empire of Ice Cream,"""Jeffrey Ford,Jonathan Carroll""",1955,Golden Gryphon Press,Philosophy and psychology
16398,Thank You  Jeeves,"""P.G. Wodehouse,Jonathan Cecil""",1987,AudioGO,Language
18019,The Code of the Woosters: Jeeves to the Rescue,"""P.G. Wodehouse,Jonathan Cecil""",2018,AudioGO,Science
18022,Jeeves and the Mating Season (Jeeves  #9),"""P.G. Wodehouse,Jonathan Cecil""",1976,AudioGO,Science
14319,The Essential Interviews,"""Bob Dylan,Jonathan Cott""",1982,Wenner Books,Social sciences
17880,The Gambler,"""Fyodor Dostoyevsky,Jonathan Franzen""",1975,Hesperus Press,Literature
14182,Four Novels of the 1960s: The Man in the High Castle / The Three Stigmata of Palmer Eldritch / Do Androids Dream of Electric Sheep? / Ubik,"""Philip K. Dick,Jonathan Lethem""",1961,Library of America,Religion
3068,The Assistant,"""Bernard Malamud,Jonathan Rosen""",2014,Farrar Straus and Giroux,Social sciences
14670,Black on Red: My 44 Years Inside the Soviet Union: An Autobiography,"""Robert Robinson,Jonathan Slevin""",1979,Acropolis Books (NY),History and geography
7739,Gulliver's Travels,"""Gill Harvey,Jonathan Swift""",2014,Usborne Books,Literature
41518,A Fan's Notes,"""Frederick Exley,Jonathan Yardley""",2000,Modern Library,Technology
24607,The Painter of Modern Life and Other Essays (Phaidon Arts and Letters),"""Charles Baudelaire,Jonathon Mayne""",2004,Phaidon Press,Religion
1303,The 48 Laws of Power,"""Robert Greene,Joost Elffers""",1980,Penguin (Business),Philosophy and psychology
35289,The 33 Strategies of War,"""Robert Greene,Joost Elffers""",2018,Viking,Arts and recreation
25516,Malinche,"""Laura Esquivel,Jordi Castells""",1996,Atria Books,Language
24569,The Gangs of New York,"""Herbert Asbury,Jorge Luis Borges""",2010,Basic Books,Science
5348,The Testament,"""John Grisham,Jorma-Veikko Sappinen""",2001,Island,Science
18420,Hands of Light: A Guide to Healing Through the Human Energy Field,"""Barbara Ann Brennan,Jos. A. Smith""",1969,Bantam,Religion
42895,Una breve historia de casi todo,"""Bill Bryson,José Manuel �lvarez""",2020,Rba Libros,Technology
9125,The Picture of Dorian Gray,"""Oscar Wilde,Joseph Bristow""",1996,Oxford University Press  USA,Social sciences
31871,History of Political Philosophy,"""Leo Strauss,Joseph Cropsey""",1982,University of Chicago Press,Arts and recreation
33057,Cathedral  Forge  and Waterwheel: Technology and Invention in the Middle Ages,"""Frances Gies,Joseph Gies""",2014,Harper Perennial,History and geography
42514,We were Soldiers Once... and young,"""Harold G. Moore,Joseph L. Galloway""",1950,Corgi,Social sciences
42513,We Were Soldiers Once ... and Young (Ia Drang - the Battle That Changed the War in Vietnam),"""Harold G. Moore,Joseph L. Galloway""",2016,HarperTorch,Philosophy and psychology
42512,We Were Soldiers Once... and Young: Ia Drang - The Battle that Changed the War in Vietnam,"""Harold G. Moore,Joseph L. Galloway""",2007,Presidio Press,Religion
17238,Dracula,"""Bram Stoker,Joseph Valente""",1962,Pocket Books,Technology
11605,Riding the Bullet,"""Stephen King,Josh Hamilton""",1951,Simon  Schuster Audio,Technology
36314,Tales of H.P. Lovecraft,"""H.P. Lovecraft,Joyce Carol Oates""",1974,Ecco,Philosophy and psychology
10461,Desolation Angels,"""Jack Kerouac,Joyce Johnson""",2017,Riverhead Books,Arts and recreation
45495,El alquimista: una fábula para seguir tus sueños,"""Paulo Coelho,Juan Godó Costa""",1951,Rayo,History and geography
42380,When the Siren Wailed,"""Noel Streatfeild,Judith Gwyn Brown""",1971,Lions,Philosophy and psychology
16468,The Phantom Tollbooth,"""Norton Juster,Jules Feiffer""",1973,Random House Books for Young Readers,History and geography
32830,20 000 Leagues Under The Sea,"""Pauline Francis,Jules Verne""",2002,Evans Brothers,Literature
25454,The Glass Castle,"""Jeannette Walls,Julia Gibson""",1984,Recorded Books,Technology
37329,The Vital Illusion,"""Jean Baudrillard,Julia Witwer""",1973,Columbia University Press,Religion
22461,The Origin of Species,"""Charles Darwin,Julian Huxley""",2018,Signet Classics,Religion
27584,Sixty Million Frenchmen Can't Be Wrong,"""Jean-Benoît Nadeau,Julie Barlow""",1956,Sourcebooks,Science
10416,Not Your Mother's Slow Cooker Cookbook,"""Beth Hensperger,Julie Kaufmann""",2009,Harvard Common Press,History and geography
31673,The Cambridge Companion to Jane Austen,"""Edward Copeland,Juliet McMaster""",1967,Cambridge University Press,Religion
10004,Secret Rendezvous,"""K�b� Abe,Juliet Winters Carpenter""",2014,Vintage,Social sciences
24043,New York City's Best Dive Bars: Drinking and Diving in the Five Boroughs,"""Wendy Mitchell,June Kim""",1953,Gamble Guides,Literature
27580,There Is Nothing Wrong with You: Going Beyond Self-Hate,"""Cheri Huber,June Shiver""",1955,Keep It Simple Books,Language
30702,Be the Person You Want to Find: Relationship and Self-Discovery,"""Cheri Huber,June Shiver""",1998,Keep It Simple Books,History and geography
11991,The Fall,"""Albert Camus,Justin O'Brien""",2014,Vintage,Language
11995,Resistance  Rebellion and Death: Essays,"""Albert Camus,Justin O'Brien""",1954,Vintage,Philosophy and psychology
15692,The Possessed,"""Albert Camus,Justin O'Brien""",1951,Vintage,Technology
31842,The Undead and Philosophy: Chicken Soup for the Soulless,"""Richard V. Greene,K. Silem Mohammad""",2020,Open Court,Science
25286,The Dragon Prince: A Chinese Beauty & the Beast Tale,"""Laurence Yep,Kam Mak""",2011,HarperCollins,Religion
31030,Diabolo: Volume 1,"""Kei Kusunoki,Kaoru Ohashi""",2008,TokyoPop,Literature
12817,Nuns and Soldiers,"""Iris Murdoch,Karen Armstrong""",1986,Penguin Classics,Science
26470,Seven Gothic Tales,"""Isak Dinesen,Karen Blixen""",2014,Penguin Classics,Language
12969,Winter's Tales,"""Isak Dinesen,Karen Blixen""",1979,Vintage,Arts and recreation
26471,Last Tales,"""Isak Dinesen,Karen Blixen""",1951,Vintage,Arts and recreation
26474,Out of Africa / Shadows on the Grass,"""Isak Dinesen,Karen Blixen""",1995,Vintage,Science
31672,The Complete Novels,"""Jane Austen,Karen Joy Fowler""",1985,Penguin Classics,Arts and recreation
25721,How to Be a Jewish Parent: A Practical Handbook for Family Life,"""Anita Diamant,Karen Kushner""",1954,Schocken Books Inc,Religion
43072,A Picture Book of Anne Frank,"""David A. Adler,Karen Ritz""",1988,Holiday House,Arts and recreation
2353,Cold Counsel: Women in Old Norse Literature and Myth,"""Sarah M. Anderson,Karen Swenson""",1975,Routledge,Science
11623,The Unabridged Journals of Sylvia Plath,"""Sylvia Plath,Karen V. Kukil""",1985,Anchor,Science
31420,The Journals of Sylvia Plath,"""Sylvia Plath,Karen V. Kukil""",1985,Faber & Faber,Philosophy and psychology
41490,On the Street Where You Live,"""Mary Higgins Clark,Karin Dufner""",2013,Pocket Books,Literature
12302,Nathaniel Hawthorne's The Scarlet Letter,"""Nathaniel Hawthorne,Karin Jacobson""",1994,Cliffs Notes,History and geography
19552,Essentials of Classic Italian Cooking,"""Marcella Hazan,Karin Kretschmann""",1992,Knopf Publishing Group,Religion
37381,The Heart Is a Lonely Hunter,"""Carson McCullers,Kasia Boddy""",1950,Penguin Classics,Social sciences
6542,The Patricia Cornwell CD Audio Treasury: All That Remains / Cruel & Unusual (Kay Scarpetta  #3  #4),"""Patricia Cornwell,Kate Burton""",2017,HarperAudio,Philosophy and psychology
8614,The Spice and Herb Bible,"""Ian Hemphill,Kate Hemphill""",1986,Robert Rose,Philosophy and psychology
12771,A Kiss Before Dying (Sweet Valley High  #122),"""Francine Pascal,Kate William""",2008,Bantam,Religion
32317,Who's To Blame (Sweet Valley High  #66),"""Francine Pascal,Kate William""",1993,Bantam,Language
38530,Aftershock  (Sweet Valley High Super Edition  #12),"""Francine Pascal,Kate William""",1981,Bantam,History and geography
38531,Sweet 18 (SVH Senior Year  #48),"""Francine Pascal,Kate William""",2009,Bantam,Technology
38536,Happily Ever After (Sweet Valley High  #134),"""Francine Pascal,Kate William""",1964,Bantam,Literature
38513,The Wedding (Sweet Valley High  #98),"""Francine Pascal,Kate William""",2007,Bantam Books,Social sciences
38514,Alone in the Crowd (Sweet Valley High  #28),"""Francine Pascal,Kate William""",2007,Bantam Books,Language
38515,Taking Sides (Sweet Valley High  #31),"""Francine Pascal,Kate William""",1958,Bantam Books,Science
38517,The Wakefield Legacy: The Untold Story (Sweet Valley High Magna Editions #2),"""Francine Pascal,Kate William""",2004,Bantam Books,Arts and recreation
38532,The New Jessica (Sweet Valley High  #32),"""Francine Pascal,Kate William""",1990,Bantam Books,Literature
38533,Double Love (Sweet Valley High  #1),"""Francine Pascal,Kate William""",1953,Bantam Books,Philosophy and psychology
38538,Forbidden Love (Sweet Valley High #34),"""Francine Pascal,Kate William""",1967,Bantam Books,Science
38597,Starting Over (Sweet Valley High  #33),"""Francine Pascal,Kate William""",1969,Bantam Books,Religion
38601,Dear Sister (Sweet Valley High  #7),"""Francine Pascal,Kate William""",1987,Bantam Books,Philosophy and psychology
38511,The Wakefields of Sweet Valley (Sweet Valley High Magna Editions #1),"""Francine Pascal,Kate William""",1955,Sweet Valley,Language
7089,The Android (Animorphs  #10),"""K.A. Applegate,Katherine Applegate""",1985,Scholastic  Inc.,Arts and recreation
34578,At Sword's Point (Knights of the Blood  #2),"""Scott MacMillan,Katherine Kurtz""",1973,Roc,Arts and recreation
12358,The Partly Cloudy Patriot,"""Sarah Vowell,Katherine Streeter""",1988,Simon  Schuster,Religion
11137,Mere Christianity,"""C.S. Lewis,Kathleen Norris""",1963,HarperOne,Science
6800,Easy Labor: Every Woman's Guide to Choosing Less Pain and More Joy During Childbirth,"""William Camann,Kathryn Alexander""",1997,Ballantine Books,Technology
31350,Lovelock (Mayflower Trilogy  #1),"""Orson Scott Card,Kathryn H. Kidd""",1991,St. Martins Press-3PL,History and geography
18134,William Shakespeare’s: Twelfth Night (Shakespeare Retellings  #6),"""Bruce Coville,Kathryn Hewitt""",1956,Dial,Literature
42880,Bizarre World,"""Bill Bryson,Kathryn Lamb""",1950,Little  Brown Book Group,Literature
34783,Boomers  Xers  and Other Strangers: Understanding the Generational Differences that Divide Us,"""Rick Hicks,Kathy Hicks""",1999,Focus on the Family Publishing,Arts and recreation
18184,The Complete Theory Fun Factory: Music Theory Puzzles and Games for the Early Grades,"""Ian Martin,Katie Elliott""",2000,Boosey & Hawkes Inc,Arts and recreation
32111,The Foundling,"""Georgette Heyer,Kay Hooper""",1973,Harlequin,Religion
180,Wrinkles in Time,"""George Smoot,Keay Davidson""",1973,Harper Perennial,Religion
13624,The Worm Ouroboros,"""E.R. Eddison,Keith Henderson""",1962,Dover Publications,Religion
35652,The Beatles Diary  Vol 1: From Liverpool to London (Falk Symposium),"""Keith Badman,Keith Badman""",1968,Omnibus Press,History and geography
21362,Seize the Night (Moonlight Bay  #2),"""Dean Koontz,Keith Szarabajka""",1959,Random House Audio Publishing Group,Philosophy and psychology
10563,The Three Musketeers (The d'Artagnan Romances. #1),"""Alexandre Dumas,Keith Wren""",1959,Wordsworth Editions,Religion
32916,On the Bus: The Complete Guide to the Legendary Trip of Ken Kesey and the Merry Pranksters and the Birth of Counterculture,"""Paul Perry,Ken Babbs""",2006,Running Press,Literature
38677,Peter Pan And Wendy,"""J.M. Barrie,Ken Geist""",2014,Orchard Books,Language
37561,One Flew Over the Cuckoo's Nest (SparkNotes Literature Guide),"""SparkNotes,Ken Kesey""",1967,SparkNotes,Technology
11130,The Chronicles of Narnia CD Box Set,"""C.S. Lewis,Kenneth Branagh""",2009,HarperFestival,Language
2452,Theocritus: Select Poems: Select Poems,"""Theocritus,Kenneth James Dover""",2022,Bristol Classical Press,Language
1571,Clouds,"""Aristophanes,Kenneth James Dover""",2019,Oxford University Press  USA,Arts and recreation
13876,Dear God  Help!!! Love  Earl,"""Barbara Park,Kenneth Lafreniere""",1987,Yearling,Literature
18444,Macbeth,"""William Shakespeare,Kenneth Muir""",1962,Bloomsbury Arden Shakespeare,Language
44433,Courageous Faith Through the Year,"""Bill Hybels,Keri Wyatt Kent""",1983,IVP Books,History and geography
17557,The Girlhood Diary of Louisa May Alcott  1843-1846: Writings of a Young Author,"""Louisa May Alcott,Kerry A. Graves""",2019,Capstone Press,Technology
22944,Drum Into Silence (Drums of Chaos  #3),"""Jo Clayton,Kevin Andrew Murphy""",2011,Tor Fantasy,Social sciences
685,The Natural,"""Bernard Malamud,Kevin Baker""",1977,Farrar Straus Giroux,Literature
19106,The Nose,"""Nikolai Gogol,Kevin Hawkes""",1990,HarperCollins Publishers,Arts and recreation
20250,The Battle Of Corrin (Legends of Dune  #3),"""Brian Herbert,Kevin J. Anderson""",1979,Hodder & Stoughton Ltd,Religion
20252,House Corrino (Prelude to Dune #3),"""Brian Herbert,Kevin J. Anderson""",1955,Spectra Books,Religion
20253,House Harkonnen (Prelude to Dune #2),"""Brian Herbert,Kevin J. Anderson""",1954,Spectra Books,Technology
20249,Hunters of Dune (Dune Chronicles  #7),"""Brian Herbert,Kevin J. Anderson""",1991,Tor Books,Science
42434,Sandworms of Dune (Dune Chronicles #8),"""Brian Herbert,Kevin J. Anderson""",2002,Tor Books,Technology
29404,Your Child and Jesus: A Family Activity Book,"""Rick Osborne,Kevin Miller""",1976,Moody Publishers,Philosophy and psychology
68,The Known World,"""Edward P. Jones,Kevin R. Free""",1985,HarperAudio,Language
29026,The Twelve Dancing Princesses,"""Marianna Mayer,Kinuko Y. Craft""",1996,HarperCollins,Language
10420,Not So Big House,"""Sarah Susanka,Kira Obolensky""",1973,Taunton Press,Literature
17289,Galactic Goodnight (Disney's Little Einsteins),"""Susan Ring,Kirk Albert Etienne""",1993,Disney Press,Literature
10347,The Giraffe Who Was Afraid of Heights (Physical & Behavioral Adaptation),"""David A. Ufer,Kirsten Carlson""",2011,Arbordale Publishing,Language
22363,Batman: Gothic,"""Grant Morrison,Klaus Janson""",1994,DC Comics,Language
27897,On a Dark Night I Left My Silent House,"""Peter Handke,Krishna Winston""",1955,Farrar Straus Giroux,Science
30183,Marked (House of Night  #1),"""P.C. Cast,Kristin Cast""",1994,St. Martin's Press,Language
15735,Breakfast of Champions,"""Robert Egan,Kurt Vonnegut Jr.""",1969,Samuel French  Inc.,Technology
28134,The Eden Express: A Memoir of Insanity,"""Mark Vonnegut,Kurt Vonnegut Jr.""",1961,Seven Stories Press,Arts and recreation
10147,The Complete Sherlock Holmes  Volume I,"""Arthur Conan Doyle,Kyle Freeman""",1960,Barnes  Noble Classics,Social sciences
10148,The Complete Sherlock Holmes  Volume II,"""Arthur Conan Doyle,Kyle Freeman""",1986,Barnes  Noble Classics,Science
2615,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,"""Clayton M. Christensen,L.J. Ganser""",1955,Harper Paperbacks,Social sciences
6066,Robinson Crusoe,"""Daniel Defoe,L.J. Swingle""",1979,Barnes & Noble Classics,Language
32275,River Out of Eden: A Darwinian View of Life,"""Richard Dawkins,Lalla Ward""",1976,HarperCollinsPublishers,History and geography
26748,Game of Shadows: Barry Bonds  BALCO  and the Steroids Scandal that Rocked Professional Sports,"""Mark Fainaru-Wada,Lance Williams""",1960,Avery,Literature
28748,The Very Persistent Gappers of Frip,"""George Saunders,Lane Smith""",1988,McSweeney's,Literature
7592,A Portrait of the Artist as a Young Man,"""James Joyce,Langdon Hammer""",1954,Signet Classics,Arts and recreation
23032,Entre Amis: An Interactive Approach,"""Michael D. Oates,Larbi Oukada""",2001,Heinle,Philosophy and psychology
24612,Candide,"""Voltaire,Larousse""",1951,Larousse Kingfisher Chambers,Literature
28067,Leaving the 20th Century: The Incomplete Work of the Situationist International,"""Chris Gray,Larry Law""",2016,Rebel Press,Religion
14007,Owlknight (Owl Mage Trilogy  #3),"""Mercedes Lackey,Larry Dixon""",1955,DAW,Arts and recreation
14009,Owlflight (Owl Mage Trilogy  #1),"""Mercedes Lackey,Larry Dixon""",2015,DAW,Religion
1658,American Government: Continuity and Change  Alternate Edition,"""Karen O'Connor,Larry J. Sabato""",2020,Longman Publishing Group,Technology
1664,Essentials of American and Texas Government: Continuity and Change,"""Karen O'Connor,Larry J. Sabato""",1988,Longman Publishing Group,Social sciences
17040,American Government: Continuity and Change,"""Karen O'Connor,Larry J. Sabato""",1987,Longman Publishing Group,Technology
17043,Essentials of American Government: Continuity and Change,"""Karen O'Connor,Larry J. Sabato""",1959,Longman Publishing Group,Science
17045,American Government: Continuity and Change  Texas Edition,"""Karen O'Connor,Larry J. Sabato""",2012,Longman Publishing Group,History and geography
13944,The Secret Life of Houdini: The Making of America's First Superhero,"""William Kalush,Larry Sloman""",1959,Atria Books,Literature
2305,The Ghost Stories of Edith Wharton,"""Edith Wharton,Laszlo Kubinyi""",1973,Scribner,Technology
8768,Today I Feel Silly  Other Moods That Make My Day,"""Jamie Lee Curtis,Laura Cornell""",1970,HarperCollins,Religion
36859,Bailando al rescate (Dora La Exploradora),"""Dave Aikins,Laura Driscoll""",2021,Libros para ninos,Religion
37560,Sense and Sensibility,"""Jane Austen,Laura Engel""",1999,Barnes  Noble Classics,Technology
37558,Sense and Sensibility,"""Jane Austen,Laura Engel""",1980,Barnes & Noble,Literature
5738,I'm Too Young To Be Seventy,"""Judith Viorst,Laura Gibson""",2011,Simon  Schuster,History and geography
22482,Final Fantasy Origins - Official Strategy Guide,"""Casey Loe,Laura Parkinson""",2006,Bradygames,Science
33447,Focus: The Future of Your Company Depends on It,"""Al Ries,Laura Ries""",1999,Harper Business,Arts and recreation
24255,Thus Spake the Corpse: An Exquisite Corpse Reader 1988-98 Vol 1 Poetry & Essays,"""Andrei Codrescu,Laura Rosenthal""",1958,Black Sparrow Press,Technology
12069,No More Christian Nice Guy: When Being Nice--Instead of Good--Hurts Men  Women and Children,"""Paul Coughlin,Laura Schlessinger""",1957,Bethany House Publishers,Philosophy and psychology
40540,PHP and MySQL Web Development (Developer's Library),"""Luke Welling,Laura Thomson""",1961,Sams,Science
17645,The Penelopiad,"""Margaret Atwood,Laurel Merlington""",1974,Canongate U.S.,Technology
7453,Same Sex in the City,"""Lauren Levin,Lauren Blitzer""",2013,Gallery Books,Science
29529,Rebirth Volume 5,"""Kang-Woo Lee,Lauren Na""",2016,TokyoPop,Language
23785,The Complete Plays,"""Anton Chekhov,Laurence Senelick""",1971,W. W. Norton & Company,Arts and recreation
23788,Anton Chekhov's Selected Plays,"""Anton Chekhov,Laurence Senelick""",1990,W. W. Norton & Company,Language
39792,The Man Who Smiled (Kurt Wallander #4),"""Henning Mankell,Laurie Thompson""",2004,The New Press,Science
39801,The White Lioness (Kurt Wallander  #3),"""Henning Mankell,Laurie Thompson""",2010,Vintage,Social sciences
39795,The Dogs of Riga (Kurt Wallander  #2),"""Henning Mankell,Laurie Thompson""",1974,Vintage Crime/Black Lizard,History and geography
39797,The Return of the Dancing Master,"""Henning Mankell,Laurie Thompson""",1993,Vintage Crime/Black Lizard,Technology
44399,Too Busy Not to Pray: Slowing Down to Be With God,"""Bill Hybels,Lavonne Neff""",1956,InterVarsity Press,Science
214,Sideswipe: A Hoke Moseley Novel,"""Charles Willeford,Lawrence Block""",2008,Vintage Crime/Black Lizard,History and geography
24893,That's Silly,"""William Sleator,Lawrence Di Fiori""",1963,Dutton Books,Literature
27253,Pope Joan: Translated & Adapted from the Greek,"""Emmanuel Rhoides,Lawrence Durrell""",1987,Peter Owen Publishers,History and geography
34081,The Annotated Waste Land with Eliot's Contemporary Prose,"""T.S. Eliot,Lawrence Rainey""",1966,Yale University Press,Language
43661,McNally's Alibi (Archy McNally Novels),"""Vincent Lardo,Lawrence Sanders""",2013,Berkley,Literature
14184,The Shifting Realities of Philip K. Dick,"""Philip K. Dick,Lawrence Sutin""",1991,Vintage,Technology
31345,Hot Stuff (Cate Madigan #1),"""Janet Evanovich,Leanne Banks""",2000,St. Martin's Press,Arts and recreation
29497,Demon Diary  Volume 01,"""Kara,Lee Chi-Hyong""",1967,TokyoPop,Philosophy and psychology
1815,Breaking Open the Head: A Psychedelic Journey Into the Heart of Contemporary Shamanism,"""Daniel Pinchbeck,Lee Fukui""",1963,Three Rivers Press (CA),Philosophy and psychology
2952,Huck Finn and Tom Sawyer Among the Indians,"""Mark Twain,Lee Nelson""",1990,Council Press,Technology
9599,Like Shaking Hands with God: A Conversation About Writing,"""Kurt Vonnegut Jr.,Lee Stringer""",1979,Washington Square Press,Technology
44436,Becoming a Contagious Christian Leader's Guide: Communicating Your Faith in a Style That Fits You,"""Mark Mittelberg,Lee Strobel""",1989,Zondervan,Science
29498,Demon Diary  Volume 03,"""Kara,Lee Yun-Hee""",2019,TokyoPop,History and geography
29500,Demon Diary  Volume 04,"""Kara,Lee Yun-Hee""",1989,TokyoPop,Science
18884,Polgara the Sorceress,"""David Eddings,Leigh Eddings""",1989,Del Rey Books,Language
18880,The Younger Gods (The Dreamers  #4),"""David Eddings,Leigh Eddings""",1972,Grand Central Publishing,Literature
32433,The Key to Midnight,"""Dean Koontz,Leigh Nichols""",1992,Berkley Books,History and geography
21323,Cold Fire / Hideaway / The Key to Midnight,"""Dean Koontz,Leigh Nichols""",2006,Putnam Adult,Language
32427,The Servants of Twilight / Darkfall / Phantoms,"""Dean Koontz,Leigh Nichols""",1973,Wings,Religion
5957,Narcissus and Goldmund,"""Hermann Hesse,Leila Vennewitz""",1995,Peter Owen Ltd,Philosophy and psychology
21538,The Closers (Harry Bosch  #11; Harry Bosch Universe  #14),"""Michael Connelly,Len Cariou""",1960,Hachette Audio,History and geography
21539,Echo Park (Harry Bosch  #12; Harry Bosch Universe  #16),"""Michael Connelly,Len Cariou""",1950,Little  Brown & Company,Philosophy and psychology
37424,Little Big Book for God's Children,"""Alice Wong,Lena Tabori""",2011,Welcome Books,Language
2688,Novels 1901–1902: The Sacred Fount / The Wings of the Dove,"""Henry James,Leo Bersani""",1961,Library of America,Technology
154,CliffsNotes on Tolstoy's Anna Karenina,"""Marianne Sturman,Leo Tolstoy""",1999,Cliffs Notes,Language
19681,Carrier: A Guided Tour of an Aircraft Carrier (Guided Tour),"""Tom Clancy,Leon A. Edney""",1968,Berkley,Religion
29965,The War of the Worlds,"""H.G. Wells,Leon Stover""",2016,McFarland & Company,Literature
42819,A Pirate Looks at Fifty,"""Jimmy Buffett,Leona Nevler""",1970,Fawcett,Religion
24703,Racso and the Rats of NIMH (Rats of NIMH  #2),"""Jane Leslie Conly,Leonard B. Lubin""",1979,HarperCollins,Arts and recreation
24704,R-T  Margaret  and the Rats of NIMH (Rats of NIMH  #3),"""Jane Leslie Conly,Leonard B. Lubin""",1961,HarperCollins,Science
16961,Alberic the Wise,"""Norton Juster,Leonard Baskin""",1989,Picture Book Studio Ltd,Science
2094,A Briefer History of Time,"""Stephen Hawking,Leonard Mlodinow""",1964,Bantam,Technology
9362,Atlas Shrugged,"""Ayn Rand,Leonard Peikoff""",2012,NAL,Technology
662,Atlas Shrugged,"""Ayn Rand,Leonard Peikoff""",1964,Plume,Religion
668,We the Living,"""Ayn Rand,Leonard Peikoff""",2002,Signet,History and geography
2122,The Fountainhead,"""Ayn Rand,Leonard Peikoff""",2017,Signet Book,Religion
141,Ruby Cookbook,"""Lucas Carlson,Leonard Richardson""",1971,O'Reilly Media,Philosophy and psychology
36665,Mary Engelbreit's Mother Goose: One Hundred Best-Loved Verses,"""Mary Engelbreit,Leonard S. Marcus""",2007,HarperCollins,History and geography
29285,Make Way for McCloskey,"""Robert McCloskey,Leonard S. Marcus""",1997,Viking Books for Young Readers,Arts and recreation
28462,Spring Torrents,"""Ivan Turgenev,Leonard Schapiro""",1974,Penguin Classics,Literature
14389,Organic Church: Growing Faith Where Life Happens,"""Neil Cole,Leonard Sweet""",1964,Jossey-Bass,History and geography
18217,Rameau's Nephew / D'Alembert's Dream,"""Denis Diderot,Leonard Tancock""",1979,Penguin Books,Philosophy and psychology
14656,Encyclopedia Brown Solves Them All (Encyclopedia Brown  #5),"""Donald J. Sobol,Leonard W. Shortall""",1978,Yearling,History and geography
14948,A Writer's Diary,"""Virginia Woolf,Leonard Woolf""",1954,Mariner Books,Literature
40259,World Atlas of Great Apes and their Conservation,"""Julian Caldecott,Lera Miles""",1955,University of California Press,Language
19844,25 Ways to Win with People: How to Make Others Feel Like a Million Bucks,"""John C. Maxwell,Les Parrott III""",2020,HarperCollins Leadership,Religion
38650,Laura Ingalls Wilder Country: The People and places in Laura Ingalls Wilder's life and books,"""William Anderson,Leslie A. Kelly""",1991,Harper Perennial,Philosophy and psychology
35835,Dear Peter Rabbit,"""Alma Flor Ada,Leslie Tryon""",2016,Aladdin Paperbacks,Religion
9802,Fortress of Solitude / The Devil Genghis,"""Kenneth Robeson,Lester Dent""",2011,Nostalgia Ventures,Technology
28004,Cider,"""Annie Proulx,Lew Nichols""",1962,Storey Publishing  LLC,Language
24215,Alice's Adventures in Wonderland: A Pop-Up Adaptation,"""Robert Sabuda,Lewis Carroll""",2021,Little Simon,Literature
99,The Player's Handbook: The Ultimate Guide on Dating and Relationships,"""Heidi Fleiss,Libby Keatinge""",1964,One Hour Entertainment,Philosophy and psychology
5735,Philip Vera Cruz: A Personal History of Filipino Immigrants and the Farmworkers Movement,"""Craig Scharlin,Lilia V. Villanueva""",1971,University of Washington Press,Arts and recreation
24904,A Birthday for Frances,"""Russell Hoban,Lillian Hoban""",1964,Harper Collins,Technology
40297,The Well At The World's End: Volume I,"""William Morris,Lin Carter""",1953,Borgo Press,Philosophy and psychology
36316,The Doom That Came to Sarnath and Other Stories,"""H.P. Lovecraft,Lin Carter""",1952,Del Rey,Literature
21972,Relic (Pendergast #1),"""Douglas Preston,Lincoln Child""",1999,Brilliance Audio,Science
21974,The Wheel of Darkness (Pendergast  #8),"""Douglas Preston,Lincoln Child""",1992,Grand Central Publishing,Religion
39028,The Wheel of Darkness (Pendergast  #8),"""Douglas Preston,Lincoln Child""",1983,Grand Central Publishing,History and geography
39033,Still Life With Crows (Pendergast  #4),"""Douglas Preston,Lincoln Child""",1959,Grand Central Publishing,Religion
39030,Reliquary (Pendergast  #2),"""Douglas Preston,Lincoln Child""",2009,Tor Books,Philosophy and psychology
